Loading Datastore...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [15/Nov/2021 19:42:29] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiZGE4MjI0YTItMGJjNy00ZjUyLWJlYmUtOTY0ODIzMWFjZGFlIn0.ZYBVEBR5zc_E3Xv_sltszHhHcDihEX-Oap7sholjxzs&channel_id=1&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiN2IyNjZhNGMtMjM0NS00YjdjLTk2ZWMtZjQ3YTVmZWQ0N2E2In0.wRXVNB861gFDZRNc0Ow-vUuz5f-m5WgF5Byy7PpFItE&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiN2U2N2FjZjQtN2Y1Yy00MzQ5LWE1ZmItMjE3ODIxZDQwYTY2In0.cv4uxHlvxoCB428wdsbEx423SEbbj1zWx9SL5cUNX28&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiN2IyNjZhNGMtMjM0NS00YjdjLTk2ZWMtZjQ3YTVmZWQ0N2E2In0.wRXVNB861gFDZRNc0Ow-vUuz5f-m5WgF5Byy7PpFItE&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiNGM2NzQ1ZjYtOGY2OC00M2ZhLWEzODAtNDUzOGQ4ZDQ4Yzk1In0.Yj8AZz3oSJrKPvcoGbskL_7MeM2r9jF_twAYtitIYfs&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiMTIyYmY4MmYtMmNiMC00YTVhLTlmMDEtOTYyMzcwMzRmODM0In0.dqyCx0tp-ninwQpO05oxYPIcEPo8AbDhm7i_YJdZm8k&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiNGM2NzQ1ZjYtOGY2OC00M2ZhLWEzODAtNDUzOGQ4ZDQ4Yzk1In0.Yj8AZz3oSJrKPvcoGbskL_7MeM2r9jF_twAYtitIYfs&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiN2U4OTMyZDMtNGFhZS00Mjk4LWJkZWEtNzQ1NGQyMjA0MzFiIn0.zBm5gxvUhoka0OWZssqu4KxkxqDWaZXSTSm_T68ztF0&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiZGI3YWM3NjktZmM0Ny00YTA0LWFhYWUtM2YxZGE2NmIxNjYyIn0.0tadHvo7r2IG5XVwQNfvks47H-iY0B7j570oW-DQ95E&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiN2U4OTMyZDMtNGFhZS00Mjk4LWJkZWEtNzQ1NGQyMjA0MzFiIn0.zBm5gxvUhoka0OWZssqu4KxkxqDWaZXSTSm_T68ztF0&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiN2U4OTMyZDMtNGFhZS00Mjk4LWJkZWEtNzQ1NGQyMjA0MzFiIn0.zBm5gxvUhoka0OWZssqu4KxkxqDWaZXSTSm_T68ztF0&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiNjljZjY5YjgtZDNhYi00OWY2LTg4ZjUtMDcxZGRkYjk0NTJiIn0.RSu3owTDWr_Lw1cWxYOXZijCqRf64i2sl5QgX7kJMl4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiODA5YWZhY2MtZmVmYy00YWVkLWI4NjEtMzQzM2Y5NzNjODMwIn0.QVqmLab0i9gfNTEFXRRyfCYA4pxtBoxAjxbKbtzaUbU&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "GET /users/all/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiNjljZjY5YjgtZDNhYi00OWY2LTg4ZjUtMDcxZGRkYjk0NTJiIn0.RSu3owTDWr_Lw1cWxYOXZijCqRf64i2sl5QgX7kJMl4 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiYWY0NTFiN2YtMmI3MS00NWZmLWFhYzQtOThmYWM0Mjk4ZDE4In0.OYZHACbg5YYEAiE-zDTlVgxKw8oSylLY1R_Rszk2j40&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiMGY3OTdiN2ItOTg4Yi00NzhiLWJlNTQtMjY5M2NkZDcxZWRiIn0.bdy-ExA1ISQiTjhrNf7tza5rPLzTwqSvCaEs51zX-6E&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiZjhjNzIwOTItZjBmZS00OTc2LWFkODUtZjZmMjFmMjdkYjdhIn0.Jjwzo_7941aQhXaCcPHDM1k3kycBWXzPI19_IbETrnU&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:29] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiMzg0YmEzOWUtYTQwNi00MjlhLTk1ZjgtMDkxNWNlMTU1NzkwIn0.fSAAKMRSNnviZNCPaNiFinug7au1m4SYFtpkl174Gco&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjozLCJzZXNzaW9uX2lkIjoiMjkyNzk3NDUtOGJmNy00ZDZhLWI5NWMtMzJhZWE5Yzc1YTRmIn0.132rGgZCkqhpJhtMB-YQaJNCAdBKYr0LcKkdIIMHpSo&u_id=3 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiOGQwOTg2ZDUtMWU0NC00NmEyLWI5NTYtZDg3ZjU1ZjRkNWNhIn0.Ilts3jzLrUhWOvP4SH_5EL365OQQKT14Yru55Cxefb0&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "DELETE /admin/user/remove/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiZWRhMzE0MjQtM2E1NC00NTdlLTg5OTUtNmQ1OGZlYjg2ZDEyIn0.6g3KMLZw_5SuZJoGxSy92Pquu_JwPwV9biLTW_XuSUc&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "DELETE /admin/user/remove/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiMGI5YWVkOTctZDFhNS00MmZkLWIzMzMtM2UyNWVhMjViZDQzIn0.5opwfBVz66zAAzGAy9VztO7utv_LHRS0OjF6c_ZZXyo&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiYjk0OWJiMzUtMzQ1MS00OGE1LWEyZjAtMmQ0NThmYjAxMTVmIn0.rzmMwqDL_MBPDkW3zl5KlgSMXLutzMxb9WrDJgXJCFc&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "DELETE /admin/user/remove/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiNmExYWM3NzgtNmM0Yy00ODI2LWE4ZTgtMTZmOTNiYTU2MDdiIn0.94JMPff29HLk7LNJTbhbUqsnUk6-3Y3cw-9hZ7RWMJY&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiZDhjZDczY2UtNzZkNy00N2RiLTk0MGMtMWExNGNiZWU3OGEyIn0.s2pqwEG7LPtvNkEgv_JhBEkaCP5Bc_PLy-WgbG9QU6U&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "DELETE /admin/user/remove/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiOGY3NGRhYTctMGUwNS00ZGJhLTliMTktNmVlMmViODBlMWMzIn0.6VmhJbUqwnOMGYRoF8a7BeYWJ_j69b0e9fO3gJWdgJ8&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiNTc4ZDEwMDEtNDNkNy00NjUyLWJlNjctMDU3NjJlMzgyYTQ3In0.mszuSOntdEzLP7_dJg7Vff_OMHLY3VS9TVPMyksmwB4&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /admin/userpermission/change/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /admin/userpermission/change/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiZGUyMzNjY2UtMWY5Zi00OWEwLWJlMGYtNjU3NTY1NGIxNjg1In0.C9z8k1cujx3UTIZlvC2LfIu5aXWIS0IWRN-9cZxwXW4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /admin/userpermission/change/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiM2FmYWJmMjUtZjU4ZS00MjYyLThlMmYtMTVhYmQzOWIwZWI0In0.flihz61MKu6D-SBNBug9-I1cdFHtvkBUUoO5O4bAc98&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiMWU0Y2FlYjAtZjI3Ni00NjYyLThmOGMtMGExZGQzMDgwZDY3In0.5di1PXa44uVjGVazThxbra5vfrQVrbdqU_i35eT9-QQ&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /admin/userpermission/change/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiY2U3MzU5MTYtODU3YS00YmE5LWE3YjUtYzU4ZWIzMjNkOTlmIn0.LdIJR5xTkSvfz5W9nrdEnDCgZg8kjhgJSw7N0bPS-Zw&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /admin/userpermission/change/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiZDg5ZGIxZjctYmMyNC00MjMyLWE4OTUtMDVmZWZhZjQxZTUyIn0.XRXLmBH8Om7ZSrRpMJNKn7urZ5c7iSKfzsAq1KeJEnc&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiMDFlOWUzZGYtNjY1OS00ZGFhLTlmZjQtYzY4ZDE0YjA1Nzg3In0.13c2ch9AvvdOLJnRJi-3EO0VeXpU9L6c1cnHSPtkdo8&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /admin/userpermission/change/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiNTI3MzVlYWEtNmUzNi00MTllLWJmNWQtYmM1YzYwNDIwYjVjIn0.n2tBAgMxpOEKZR4_BWJpbWO9i6Se4Mp67dmz2ExzoAg&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoiNDhlZjhjOTEtMjFmNi00MTVlLTlmZjYtZjVkMjQ5YzhjNGE1In0.fW6Khp48vcEia2Zl2pvCxAWn_OTJLRHE1je6fFNeZOw&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /admin/userpermission/change/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoiZWI1ZTFlYmYtNmIwYi00M2Q2LWI4ODctYWYyZDEzYTk2NzM0In0.Xmk6jdty9KnkeMMiD0I6174euAXsHJVdfXop8-Ztyxo&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:42:30] "POST /auth/register/v2 HTTP/1.1" 200 -
